1,1,25,226802,7,40, Private, 11th, Never-married, Black, Male, <=50K
1125,1125,53,295896,7,45, Private, 11th, Married-civ-spouse, White, Male, <=50K
1126,1126,34,238944,6,40, State-gov, 10th, Married-civ-spouse, White, Male, >50K
1127,1127,48,149640,10,40, Private, Some-college, Separated, White, Male, <=50K
1129,1129,49,191320,9,24, Private, HS-grad, Divorced, White, Female, <=50K
1130,1130,28,134771,13,55, Local-gov, Bachelors, Never-married, White, Female, <=50K
1132,1132,44,120277,15,60, Private, Prof-school, Married-civ-spouse, White, Male, >50K
1133,1133,27,82393,9,40, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
1134,1134,49,146121,3,20, Private, 5th-6th, Married-spouse-absent, Asian-Pac-Islander, Female, <=50K
1135,1135,34,162544,4,30, Private, 7th-8th, Never-married, White, Female, <=50K
1136,1136,27,216178,13,35, Self-emp-not-inc, Bachelors, Never-married, White, Male, <=50K
1137,1137,38,248694,10,36, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1138,1138,24,219140,13,40, Private, Bachelors, Never-married, White, Male, <=50K
1139,1139,29,360401,10,48, Private, Some-college, Never-married, White, Male, <=50K
1140,1140,39,319962,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1141,1141,50,115284,14,40, Private, Masters, Married-civ-spouse, White, Male, >50K
1142,1142,42,29702,9,42, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1144,1144,44,204361,14,40, State-gov, Masters, Never-married, White, Female, <=50K
1145,1145,58,218312,9,40, Private, HS-grad, Divorced, White, Male, <=50K
1146,1146,25,182332,10,50, Private, Some-college, Never-married, White, Female, <=50K
1147,1147,23,127876,10,35, Private, Some-college, Never-married, White, Female, <=50K
1148,1148,20,316702,10,40, Private, Some-college, Never-married, White, Male, <=50K
1149,1149,46,292549,10,45, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1150,1150,21,203178,9,35, Private, HS-grad, Never-married, White, Female, <=50K
1151,1151,63,180099,6,40, Private, 10th, Separated, Black, Female, <=50K
1152,1152,38,154541,12,40, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
1153,1153,27,95465,10,55, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1154,1154,41,171839,14,50, Private, Masters, Married-civ-spouse, White, Female, >50K
1155,1155,43,115562,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1156,1156,39,42478,13,40, State-gov, Bachelors, Divorced, White, Male, <=50K
1158,1158,56,124137,15,45, Self-emp-inc, Prof-school, Married-civ-spouse, White, Male, >50K
1159,1159,44,107503,16,60, State-gov, Doctorate, Married-civ-spouse, White, Male, <=50K
1160,1160,24,70261,10,40, Private, Some-college, Never-married, White, Male, <=50K
1161,1161,49,367037,12,40, Private, Assoc-acdm, Divorced, White, Female, <=50K
1162,1162,38,258339,11,70, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1163,1163,36,269509,9,35, Self-emp-not-inc, HS-grad, Divorced, White, Male, <=50K
1164,1164,27,301302,16,20, State-gov, Doctorate, Married-spouse-absent, White, Male, <=50K
1165,1165,50,369367,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1166,1166,46,224582,10,52, Private, Some-college, Never-married, White, Female, <=50K
1167,1167,41,343591,13,10, Local-gov, Bachelors, Separated, White, Female, <=50K
1169,1169,46,153536,8,40, Private, 12th, Married-civ-spouse, White, Male, <=50K
1171,1171,44,238574,15,50, Private, Prof-school, Married-civ-spouse, White, Male, >50K
1172,1172,35,247558,10,50, Private, Some-college, Divorced, White, Male, <=50K
1173,1173,44,188278,12,45, Self-emp-not-inc, Assoc-acdm, Divorced, Black, Female, <=50K
1174,1174,51,194995,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1175,1175,74,168782,4,35, Local-gov, 7th-8th, Widowed, White, Female, <=50K
1176,1176,32,287229,9,35, Private, HS-grad, Never-married, White, Female, <=50K
1177,1177,22,202153,10,30, Private, Some-college, Never-married, White, Female, <=50K
1179,1179,47,115358,9,40, Private, HS-grad, Divorced, Black, Female, <=50K
1180,1180,32,78283,8,40, Private, 12th, Never-married, Asian-Pac-Islander, Male, <=50K
1181,1181,64,168854,10,25, Federal-gov, Some-college, Widowed, White, Female, <=50K
1182,1182,44,222011,14,25, Private, Masters, Divorced, White, Female, >50K
1183,1183,59,157749,13,40, Private, Bachelors, Widowed, White, Male, >50K
1184,1184,34,203814,9,35, Private, HS-grad, Married-civ-spouse, White, Female, <=50K
1185,1185,54,74660,13,40, Private, Bachelors, Divorced, White, Male, >50K
1186,1186,33,292603,10,30, Private, Some-college, Divorced, Black, Female, <=50K
1187,1187,44,172364,2,60, Private, 1st-4th, Married-civ-spouse, White, Female, <=50K
1188,1188,31,305619,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1189,1189,30,157990,9,40, State-gov, HS-grad, Married-civ-spouse, White, Male, <=50K
1190,1190,18,120243,7,17, Private, 11th, Never-married, White, Male, <=50K
1191,1191,56,296991,15,55, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, >50K
1192,1192,24,174845,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1193,1193,23,180475,10,40, Private, Some-college, Never-married, White, Male, <=50K
1194,1194,51,152652,7,40, Private, 11th, Divorced, White, Male, <=50K
1195,1195,24,172941,13,20, Private, Bachelors, Never-married, Black, Male, <=50K
1196,1196,39,450770,9,40, Federal-gov, HS-grad, Never-married, Black, Male, <=50K
1197,1197,49,166003,9,40, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
1199,1199,42,60949,14,45, State-gov, Masters, Never-married, White, Male, <=50K
1200,1200,51,181132,14,39, Local-gov, Masters, Separated, White, Male, >50K
1201,1201,20,408988,10,24, Private, Some-college, Never-married, White, Female, <=50K
1202,1202,49,169515,6,40, Private, 10th, Never-married, Black, Female, <=50K
1203,1203,31,250087,15,50, Private, Prof-school, Married-civ-spouse, White, Male, >50K
1204,1204,41,208613,10,40, Private, Some-college, Never-married, White, Male, <=50K
1205,1205,35,225172,9,60, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1207,1207,35,165007,11,42, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
1208,1208,46,165346,14,8, Private, Masters, Divorced, White, Female, <=50K
1209,1209,35,37655,9,60, Private, HS-grad, Divorced, White, Female, <=50K
1210,1210,21,172047,10,20, Private, Some-college, Never-married, White, Male, <=50K
1211,1211,45,178530,8,40, Private, 12th, Divorced, White, Male, <=50K
1212,1212,37,347491,12,40, Local-gov, Assoc-acdm, Married-civ-spouse, White, Male, >50K
1213,1213,45,208049,12,40, Self-emp-inc, Assoc-acdm, Divorced, White, Female, <=50K
1214,1214,18,111019,6,24, Private, 10th, Never-married, White, Male, <=50K
1215,1215,53,163826,10,45, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, >50K
1216,1216,24,117023,13,40, Local-gov, Bachelors, Never-married, White, Female, <=50K
1217,1217,35,281982,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1218,1218,28,150025,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1219,1219,50,176215,9,56, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1220,1220,38,166062,9,50, Private, HS-grad, Divorced, White, Female, <=50K
1221,1221,34,28568,9,40, Local-gov, HS-grad, Divorced, White, Male, <=50K
1222,1222,53,53833,10,32, Private, Some-college, Married-civ-spouse, White, Male, >50K
1223,1223,46,219967,12,45, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
1224,1224,50,309017,10,45, Private, Some-college, Divorced, White, Male, <=50K
1225,1225,45,353083,10,40, Private, Some-college, Separated, White, Female, <=50K
1226,1226,29,257992,11,23, Private, Assoc-voc, Never-married, Black, Male, <=50K
1227,1227,41,283174,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1228,1228,43,185413,13,50, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, >50K
1229,1229,29,207513,10,56, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1230,1230,53,56213,10,45, Private, Some-college, Married-civ-spouse, White, Male, >50K
1231,1231,24,100961,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1232,1232,35,51700,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1233,1233,25,199224,10,30, Private, Some-college, Never-married, White, Male, <=50K
1234,1234,43,70055,11,56, Local-gov, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1235,1235,38,183683,6,45, Private, 10th, Married-spouse-absent, White, Male, <=50K
1236,1236,64,45868,4,35, Private, 7th-8th, Separated, Other, Female, <=50K
1237,1237,37,94706,13,40, Private, Bachelors, Never-married, Amer-Indian-Eskimo, Male, >50K
1238,1238,48,322183,9,35, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1239,1239,27,226976,9,50, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, >50K
1240,1240,45,262678,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
1241,1241,41,135056,14,38, Private, Masters, Widowed, White, Female, >50K
1243,1243,42,270710,5,40, Private, 9th, Divorced, White, Female, <=50K
1244,1244,29,166220,13,50, Private, Bachelors, Never-married, White, Female, <=50K
1245,1245,29,229803,9,49, Private, HS-grad, Married-spouse-absent, Black, Male, <=50K
1246,1246,71,172652,13,30, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, <=50K
1247,1247,29,204796,6,40, Federal-gov, 10th, Separated, White, Female, <=50K
1248,1248,23,186634,13,16, State-gov, Bachelors, Never-married, White, Male, <=50K
1249,1249,28,106672,13,2, Private, Bachelors, Never-married, White, Male, <=50K
1250,1250,55,135339,13,40, Private, Bachelors, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
1251,1251,47,287547,13,40, State-gov, Bachelors, Married-civ-spouse, White, Female, <=50K
1253,1253,33,159737,9,40, Private, HS-grad, Separated, Black, Female, <=50K
1254,1254,35,252217,8,40, Local-gov, 12th, Married-civ-spouse, White, Male, <=50K
1255,1255,42,202466,13,45, Self-emp-inc, Bachelors, Married-civ-spouse, White, Female, >50K
1256,1256,33,123031,9,40, Private, HS-grad, Married-spouse-absent, Amer-Indian-Eskimo, Male, <=50K
1257,1257,30,226296,14,40, Private, Masters, Never-married, White, Male, <=50K
1258,1258,37,232036,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1261,1261,46,481987,10,35, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1262,1262,42,107563,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1263,1263,28,184806,14,58, Private, Masters, Never-married, White, Male, <=50K
1264,1264,36,188850,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1265,1265,39,127573,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1266,1266,27,72443,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1267,1267,57,142080,9,38, Private, HS-grad, Married-civ-spouse, Black, Female, >50K
1268,1268,50,143353,9,12, Private, HS-grad, Divorced, Black, Female, <=50K
1269,1269,63,172433,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1270,1270,44,67874,10,50, Private, Some-college, Divorced, White, Male, <=50K
1271,1271,38,415578,6,40, Private, 10th, Married-civ-spouse, White, Male, >50K
1272,1272,30,370498,10,40, Self-emp-not-inc, Some-college, Never-married, White, Male, <=50K
1273,1273,20,140513,10,25, Private, Some-college, Never-married, Black, Female, <=50K
1274,1274,44,193882,15,50, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, >50K
1275,1275,24,289909,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1276,1276,26,284078,10,40, Private, Some-college, Never-married, White, Male, <=50K
1277,1277,42,83953,10,70, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1278,1278,54,167380,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1279,1279,45,112761,10,45, State-gov, Some-college, Divorced, White, Female, <=50K
1280,1280,37,420040,2,40, Private, 1st-4th, Married-civ-spouse, White, Male, <=50K
1281,1281,30,42900,13,40, Federal-gov, Bachelors, Never-married, White, Male, <=50K
1282,1282,36,32086,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1283,1283,19,291181,5,50, Private, 9th, Never-married, White, Female, <=50K
1284,1284,22,71009,12,40, Private, Assoc-acdm, Never-married, Asian-Pac-Islander, Female, <=50K
1285,1285,65,200764,9,40, Federal-gov, HS-grad, Widowed, White, Female, <=50K
1287,1287,36,166193,9,30, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
1288,1288,22,240229,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1289,1289,28,334032,11,50, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1290,1290,30,184901,13,40, State-gov, Bachelors, Married-civ-spouse, White, Male, >50K
1291,1291,47,132912,10,55, Private, Some-college, Married-civ-spouse, White, Male, >50K
1292,1292,29,217290,10,40, Private, Some-college, Never-married, White, Female, <=50K
1293,1293,36,184655,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1294,1294,30,242739,13,40, Private, Bachelors, Divorced, White, Female, <=50K
1295,1295,52,279344,14,60, Private, Masters, Married-civ-spouse, White, Female, >50K
1296,1296,62,166691,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1297,1297,42,154374,14,55, Private, Masters, Married-civ-spouse, White, Male, >50K
1298,1298,33,31740,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1299,1299,17,129396,7,26, Private, 11th, Never-married, White, Female, <=50K
1300,1300,54,195015,9,40, Private, HS-grad, Never-married, White, Female, <=50K
1301,1301,41,187431,9,40, Private, HS-grad, Never-married, Black, Male, <=50K
1302,1302,45,259087,14,45, State-gov, Masters, Divorced, White, Female, <=50K
1303,1303,37,62428,10,15, State-gov, Some-college, Never-married, Black, Female, <=50K
1304,1304,21,77572,9,34, Private, HS-grad, Never-married, Asian-Pac-Islander, Female, <=50K
1305,1305,29,245402,13,40, Private, Bachelors, Divorced, White, Female, <=50K
1306,1306,18,201117,9,40, State-gov, HS-grad, Never-married, White, Male, <=50K
1308,1308,62,177028,9,40, Private, HS-grad, Married-civ-spouse, Black, Male, <=50K
1309,1309,19,106306,10,20, Private, Some-college, Never-married, White, Female, <=50K
1310,1310,62,101582,4,35, Private, 7th-8th, Widowed, White, Female, <=50K
1311,1311,58,158357,13,40, Local-gov, Bachelors, Divorced, White, Female, <=50K
1312,1312,34,377850,10,50, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1313,1313,62,207443,7,50, Private, 11th, Never-married, White, Male, <=50K
1314,1314,23,130959,10,12, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1315,1315,37,112497,13,50, Private, Bachelors, Married-spouse-absent, White, Male, >50K
1316,1316,42,190545,12,46, Private, Assoc-acdm, Never-married, White, Male, <=50K
1317,1317,21,114292,7,40, Private, 11th, Never-married, White, Male, <=50K
1318,1318,41,75171,13,40, Private, Bachelors, Divorced, White, Female, <=50K
1319,1319,27,312939,7,40, Private, 11th, Never-married, White, Male, <=50K
1320,1320,37,52870,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
1321,1321,40,174947,9,45, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1322,1322,62,106069,4,40, Local-gov, 7th-8th, Married-civ-spouse, White, Male, <=50K
1323,1323,29,298696,10,40, Private, Some-college, Never-married, White, Female, <=50K
1324,1324,33,392812,14,50, Private, Masters, Married-civ-spouse, White, Male, >50K
1325,1325,53,117932,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1326,1326,64,135527,11,40, Private, Assoc-voc, Divorced, White, Female, <=50K
1327,1327,60,135158,10,48, Private, Some-college, Married-civ-spouse, White, Male, >50K
1328,1328,47,54260,7,40, Private, 11th, Never-married, White, Male, <=50K
1329,1329,45,28171,14,40, State-gov, Masters, Married-civ-spouse, White, Male, <=50K
1330,1330,33,150324,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1331,1331,29,109494,13,45, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1332,1332,57,204209,4,40, Private, 7th-8th, Married-civ-spouse, White, Male, >50K
1333,1333,19,328167,9,35, Private, HS-grad, Never-married, White, Male, <=50K
1334,1334,26,157617,13,40, Private, Bachelors, Never-married, White, Male, <=50K
1335,1335,63,180955,3,25, Self-emp-inc, 5th-6th, Married-civ-spouse, White, Male, <=50K
1336,1336,42,478373,12,40, Private, Assoc-acdm, Divorced, White, Female, <=50K
1337,1337,38,245090,13,50, Self-emp-not-inc, Bachelors, Married-civ-spouse, White, Male, >50K
1338,1338,34,209900,6,40, Private, 10th, Never-married, White, Male, <=50K
1340,1340,35,190297,4,40, Private, 7th-8th, Married-civ-spouse, White, Male, <=50K
1341,1341,38,44780,13,8, Private, Bachelors, Married-civ-spouse, White, Female, >50K
1342,1342,52,32372,10,40, State-gov, Some-college, Married-civ-spouse, White, Male, <=50K
1343,1343,32,137184,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1344,1344,67,366425,16,60, Private, Doctorate, Divorced, White, Male, >50K
1345,1345,26,160307,14,40, Private, Masters, Never-married, White, Female, <=50K
1346,1346,58,170480,14,60, Private, Masters, Married-civ-spouse, White, Male, >50K
1347,1347,48,224393,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, >50K
1348,1348,25,173212,13,40, Private, Bachelors, Never-married, White, Male, <=50K
1349,1349,25,86646,13,48, Private, Bachelors, Never-married, White, Male, <=50K
1350,1350,25,108683,10,50, Private, Some-college, Never-married, White, Male, <=50K
1351,1351,18,70021,9,12, Private, HS-grad, Never-married, White, Male, <=50K
1352,1352,36,192939,9,60, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1353,1353,45,144086,7,50, Self-emp-not-inc, 11th, Married-civ-spouse, White, Male, <=50K
1354,1354,34,97614,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1355,1355,68,260198,13,40, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, >50K
1356,1356,37,486194,10,50, Private, Some-college, Never-married, White, Male, <=50K
1357,1357,21,112225,10,15, Private, Some-college, Never-married, Asian-Pac-Islander, Male, <=50K
1358,1358,49,164200,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1359,1359,39,52401,14,50, Local-gov, Masters, Never-married, White, Female, <=50K
1360,1360,41,195821,16,40, Private, Doctorate, Married-civ-spouse, White, Female, >50K
1361,1361,35,108140,14,50, Private, Masters, Married-civ-spouse, White, Male, >50K
1362,1362,29,187981,10,40, Local-gov, Some-college, Married-civ-spouse, White, Male, <=50K
1364,1364,54,168212,13,40, Local-gov, Bachelors, Married-civ-spouse, White, Male, >50K
1365,1365,32,198613,13,45, Self-emp-not-inc, Bachelors, Never-married, White, Male, >50K
1366,1366,18,52098,7,30, Private, 11th, Never-married, White, Male, <=50K
1367,1367,30,509364,10,40, Private, Some-college, Married-civ-spouse, White, Male, >50K
1369,1369,23,238384,9,40, Local-gov, HS-grad, Never-married, White, Female, <=50K
1370,1370,36,317434,9,50, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1371,1371,34,158688,10,45, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1372,1372,39,267412,11,60, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1373,1373,26,391074,6,40, Local-gov, 10th, Never-married, Black, Male, <=50K
1374,1374,78,135692,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1375,1375,28,78529,10,40, Private, Some-college, Never-married, White, Female, <=50K
1376,1376,51,117700,10,40, Private, Some-college, Married-civ-spouse, White, Female, <=50K
1377,1377,33,83413,10,50, Local-gov, Some-college, Married-civ-spouse, White, Male, >50K
1379,1379,34,108023,13,40, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1380,1380,33,103435,15,50, Self-emp-not-inc, Prof-school, Married-civ-spouse, White, Male, >50K
1381,1381,28,632733,14,60, Private, Masters, Married-civ-spouse, White, Male, >50K
1382,1382,55,266019,5,4, Private, 9th, Married-civ-spouse, Black, Male, <=50K
1383,1383,30,41210,11,45, Private, Assoc-voc, Never-married, White, Male, <=50K
1384,1384,45,125892,9,40, Private, HS-grad, Married-spouse-absent, White, Male, <=50K
1385,1385,46,135339,11,40, Private, Assoc-voc, Married-civ-spouse, Black, Male, >50K
1386,1386,17,272372,7,7, Private, 11th, Never-married, White, Female, <=50K
1387,1387,40,291300,7,40, Private, 11th, Married-civ-spouse, White, Male, <=50K
1388,1388,44,157473,14,50, Local-gov, Masters, Divorced, White, Female, >50K
1389,1389,56,329948,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1390,1390,69,264722,12,40, Self-emp-inc, Assoc-acdm, Married-civ-spouse, White, Male, >50K
1391,1391,41,132853,2,40, Private, 1st-4th, Married-civ-spouse, White, Male, <=50K
1392,1392,47,216586,7,40, Local-gov, 11th, Divorced, Black, Male, <=50K
1393,1393,33,504725,7,40, Private, 11th, Married-civ-spouse, White, Male, <=50K
1394,1394,25,150083,13,20, State-gov, Bachelors, Never-married, White, Male, <=50K
1395,1395,42,188789,4,35, Private, 7th-8th, Widowed, White, Female, <=50K
1397,1397,24,103277,11,40, Private, Assoc-voc, Never-married, White, Female, <=50K
1398,1398,48,191013,13,40, Federal-gov, Bachelors, Widowed, Amer-Indian-Eskimo, Female, <=50K
1399,1399,82,220667,4,40, Self-emp-inc, 7th-8th, Widowed, White, Female, <=50K
1400,1400,36,188800,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1401,1401,34,24361,15,40, Private, Prof-school, Never-married, White, Female, >50K
1402,1402,28,82910,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1403,1403,65,105586,10,40, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male, >50K
1404,1404,66,240294,10,60, Self-emp-not-inc, Some-college, Married-civ-spouse, Black, Male, <=50K
1405,1405,40,21755,10,30, Private, Some-college, Never-married, Amer-Indian-Eskimo, Male, <=50K
1406,1406,66,73522,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1407,1407,37,222450,3,40, Private, 5th-6th, Married-civ-spouse, White, Male, <=50K
1408,1408,34,35595,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
1409,1409,41,239061,14,20, Self-emp-not-inc, Masters, Widowed, White, Female, <=50K
1410,1410,43,122473,14,50, Private, Masters, Married-civ-spouse, Black, Female, >50K
1411,1411,20,190290,9,45, Private, HS-grad, Never-married, White, Male, <=50K
1412,1412,59,193375,14,10, Private, Masters, Married-civ-spouse, White, Female, <=50K
1413,1413,48,148576,9,40, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1414,1414,45,72896,11,40, State-gov, Assoc-voc, Married-civ-spouse, White, Male, >50K
1415,1415,28,180299,9,48, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1416,1416,43,221550,13,35, Private, Bachelors, Separated, White, Female, <=50K
1417,1417,18,183011,10,15, Private, Some-college, Never-married, Black, Female, <=50K
1419,1419,55,298449,16,60, Self-emp-inc, Doctorate, Married-civ-spouse, White, Male, <=50K
1420,1420,21,300812,9,40, Local-gov, HS-grad, Never-married, White, Male, <=50K
1421,1421,47,173938,13,40, Private, Bachelors, Married-civ-spouse, White, Male, <=50K
1422,1422,45,282172,12,40, Private, Assoc-acdm, Never-married, White, Female, <=50K
1423,1423,61,87300,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1424,1424,23,64520,6,40, Private, 10th, Never-married, White, Male, <=50K
1425,1425,44,119567,14,40, State-gov, Masters, Separated, White, Female, <=50K
1426,1426,45,117310,9,50, Private, HS-grad, Married-civ-spouse, White, Female, >50K
1427,1427,35,28738,13,40, State-gov, Bachelors, Never-married, White, Female, <=50K
1429,1429,49,366089,13,50, Private, Bachelors, Married-civ-spouse, White, Male, >50K
1430,1430,40,234397,13,40, Private, Bachelors, Married-civ-spouse, Black, Male, >50K
1431,1431,28,132686,14,40, Self-emp-not-inc, Masters, Never-married, White, Male, <=50K
1432,1432,33,196963,10,60, Self-emp-inc, Some-college, Never-married, White, Female, <=50K
1433,1433,31,46492,11,40, State-gov, Assoc-voc, Never-married, White, Male, <=50K
1434,1434,38,274245,12,40, Local-gov, Assoc-acdm, Never-married, White, Male, <=50K
1435,1435,62,360032,6,35, Private, 10th, Divorced, White, Female, <=50K
1436,1436,40,144778,9,40, Private, HS-grad, Never-married, White, Male, <=50K
1437,1437,61,142245,9,40, Private, HS-grad, Divorced, White, Female, <=50K
1438,1438,42,178074,14,40, Federal-gov, Masters, Married-civ-spouse, White, Female, >50K
1440,1440,32,130242,13,45, Local-gov, Bachelors, Married-civ-spouse, White, Male, <=50K
1441,1441,52,98980,9,40, Private, HS-grad, Divorced, White, Male, <=50K
1442,1442,34,284629,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1443,1443,37,114591,12,50, Private, Assoc-acdm, Never-married, White, Female, >50K
1444,1444,30,134639,13,45, Private, Bachelors, Never-married, White, Male, >50K
1445,1445,27,134890,11,40, Private, Assoc-voc, Married-civ-spouse, White, Male, <=50K
1446,1446,25,199545,9,35, Private, HS-grad, Never-married, White, Female, <=50K
1447,1447,32,227282,10,50, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1448,1448,47,308241,13,60, Self-emp-inc, Bachelors, Divorced, White, Female, >50K
1449,1449,43,214781,10,38, Private, Some-college, Never-married, White, Male, >50K
1450,1450,50,173630,14,36, Local-gov, Masters, Married-civ-spouse, White, Male, >50K
1451,1451,42,348059,12,40, Federal-gov, Assoc-acdm, Separated, White, Female, >50K
1452,1452,31,208785,7,30, Private, 11th, Never-married, White, Male, <=50K
1453,1453,43,151809,9,30, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
1454,1454,37,71592,9,17, Private, HS-grad, Never-married, Asian-Pac-Islander, Female, <=50K
1455,1455,58,132704,13,40, Private, Bachelors, Divorced, White, Male, <=50K
1456,1456,32,250583,10,38, Private, Some-college, Divorced, White, Female, <=50K
1457,1457,35,114765,14,38, Private, Masters, Never-married, White, Female, >50K
1458,1458,40,194924,10,60, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, <=50K
1459,1459,39,73471,9,45, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, <=50K
1460,1460,51,250423,14,55, Private, Masters, Married-civ-spouse, White, Male, >50K
1461,1461,42,145441,9,50, Private, HS-grad, Married-civ-spouse, White, Male, >50K
1462,1462,27,86681,10,40, Private, Some-college, Divorced, White, Female, <=50K
1463,1463,69,188643,9,30, Private, HS-grad, Widowed, White, Female, <=50K
1464,1464,74,68326,11,40, Private, Assoc-voc, Widowed, White, Female, <=50K
1465,1465,36,382859,12,43, Private, Assoc-acdm, Married-civ-spouse, White, Male, >50K
1467,1467,48,132368,3,40, Local-gov, 5th-6th, Married-civ-spouse, White, Male, <=50K
1468,1468,38,196123,10,40, Private, Some-college, Married-civ-spouse, White, Male, <=50K
1469,1469,68,178066,5,24, Private, 9th, Married-civ-spouse, White, Male, <=50K
1470,1470,40,105936,15,40, State-gov, Prof-school, Never-married, White, Female, <=50K
1471,1471,23,306639,5,40, Private, 9th, Married-civ-spouse, White, Male, <=50K
1472,1472,48,26502,9,40, Private, HS-grad, Divorced, White, Male, <=50K
1473,1473,47,204698,14,40, Local-gov, Masters, Married-civ-spouse, White, Male, <=50K
1474,1474,55,118057,9,51, Private, HS-grad, Widowed, White, Male, <=50K
1475,1475,22,199266,10,17, State-gov, Some-college, Never-married, White, Female, <=50K
1476,1476,49,248145,9,40, Private, HS-grad, Married-civ-spouse, White, Male, <=50K
